,sentiment,content,polarity
382,worry,got to final table butwent out third  Dont think Ill be getting my free seat,negative
383,neutral,good morning work this morning gutted lol nevermind,neutral
384,hate,I have to work in the morning while my friends get to party it upstupid bberry lite flashing red and I have no messages,negative
385,happiness,FB is boring   and i wanna sing RIGHT NOW ,positive
386,sadness,judyrey  The link doesnt work,negative
387,neutral,Deedubau hahaha I dont know anyone or anything about it except they have powers lol I live in my own bubble,neutral
388,worry,The humpalow um ya I think so Cell is dying,negative
389,worry,Last day at workSick to the bone,negative
390,worry,i feel like Im on house arrest,negative
391,neutral,love is like a wareasy to begin hard to endfiuuhh,neutral
392,surprise,heavenjones ur supposed to be in BK tho,positive
393,worry,cosmiclagoon Did you know that there is a shortage of shells for crabs to use on the beach due to beach combers It is very sad,negative
394,surprise,Oh no  Nighty night,positive
395,happiness,celldweller Must have new music I wont sleep until you give us Chapter 1 I might die first though  Hurry,positive
396,sadness,my stupid tooooth hurts,negative
397,love,neyoofficial love the song quottogetherquot thats quothisquot song for mewell i think its still is,positive
398,neutral,Ready To Go  School,neutral
399,sadness,turnitgrey my computers broken and I broke my laptop so I had to use the phone  ahh still on he cause they fucked up my order,negative
400,neutral,Richard_Gable Its good isnt it Our holiday chalet is out of sight but look v similar to those ones Going home again today,neutral
401,worry,Its a sad economy Just heard of another friend losing their job  so sad But just a reminder that,negative
402,worry,jarekpastor Im just starting to feel really panicky and anxious that something bad has happened cos it seems like its been ages,negative
403,worry,my dog ran awayyy,negative
404,hate,all_is_one84 Those suck so bad,negative
405,worry,Im back top molar extracted  swollen face all numb  But no more toothache or sinus pain,negative
406,relief,just finished 8 hours of Texas Life Insurance CE tonight 22 more hours to go,positive
407,worry,does anyone know any good rap songs i need to make a rapfun cd and i have no idea  helllllpppp,negative
408,love,I want to go to Peru this summer ahhhhhhh Hopefully Yesyesyes I miss it over there,positive
409,empty,exortabreedoll what happen to the maids of yours Quit once again ,neutral
410,sadness,Im awake Anybody else awake Wish I lived in the US since all the fun happens when Im asleep,negative
411,hate,At Charles with the power out LOL Damn SaveMart lost power and we could not buy beer,negative
412,sadness,Penguin_J heehee i love you i am tired,negative
413,worry,my mobile phone refuses to charge  either the battery is broken or the chargerrr  booooo,negative
414,worry,Kirsten613 oh how i wish you would get her to sign something then send it to me or let me call you when you meet or something,negative
415,worry,kimberly625 hmmm I thought u were sleeping Too bad I cant see those videos until tomorrow night,negative
416,sadness,Morning everyone sorry for going early last night had bad news felt totally crap   Today is a new day,negative
417,empty,went to the beach and it started raining,neutral
418,sadness,how I wish my parents put me into a Chinese school when I was younger Then itll be so much easier for me to get a job,negative
419,relief,AnthonyLucas iainfunnell Yeah physically moving too  Apparently well be reporting directly to Mr Hayward,positive
420,neutral,nayRyelgiuQ airport and you didnt show up tonight homo,neutral
421,worry,charloro jealous  it looks like schindlers list in toronto,negative
422,enthusiasm,I want another tatt,positive
423,neutral,avalonabsinthe what Come as you are But erock just left  bah D,neutral
424,enthusiasm,So I need to make a lot of money tomorrow,positive
425,sadness,joiskol  being in your room makes me sad,negative
426,worry,Nearly fell asleep but was jolted out of bed by a massive panic attack and now Im not sure if I can sleep at all,negative
427,neutral,for the gays i only made 200 tonight,neutral
428,sadness,CocktailChic oh fck I completely forgot about Thirsty Thursday oh my gaga this sucks,negative
429,sadness,if one people did any wrong the world blames all the people over there this is the great world which we are living in  Shit,negative
430,surprise,MandyAlwaysKnws nope  they are all sleeping cuz they live on the east coast,positive
431,neutral,dravenreborn I bet its cool down in SR huh Its not here I havent stopped sweating since noon when dad and I were packing,neutral
432,sadness,meljachin eww dislike,negative
433,worry,Tactical mistake going to the city library and buying milk Who knew OUCH OUCH OUCH Maybe a good thing I didnt try for uni,negative
434,neutral,decided 2 trans frm relaxed 2 natural hair but i wish my whole head looked like my roots  Age of the instant gratification,neutral
435,sadness,SuzyDunkley sorry bout the cat,negative
436,neutral,needs to have an increase on her salary  httpplurkcompwxluu,neutral
437,worry,my stomach feels like its touching the groundim SO full,negative
438,love,Pug just woke me from an incredible sleep,positive
439,love,ddlovato i cant wait to hear your new album im sure will be amazingplease just replay to me  i love you so much,positive
440,worry,Sooo much work so little time,negative
441,sadness,missed iron chef,negative
442,sadness,thevowel the DS version sucks,negative
443,sadness,what a bad day,negative
444,enthusiasm,lilxamyx08 i know ridiculous we never got to hang out  i love chicago and want to go shopping so a trip sounds like fun,positive
445,hate,hates the net ayaw bumukas ng twitter  httpplurkcompwxlxs,negative
446,worry,Ugh my internet was down,negative
447,surprise,omg i didnt tweet all that much today sadness,positive
448,worry,is feeling so giddy and wanna go home,negative
449,neutral,the week just wasnt the same without an adam lambert performance,neutral
450,neutral,rockingjude The link doesnt work,neutral
451,worry,Up and packing Its the last day of youth camp,negative
452,neutral,GOSSIP GIRL WHEN ARE YOU COMING BACK   chaceeeeeee,neutral
453,neutral,Smh  hiphop nursery rhymes,neutral
454,worry,Somebody please save the polar bears,negative
455,happiness,PandaMayhem noooooooooooo i just look at a lot of pictures   lol lol,positive
456,surprise,CrazyBallerina Not really sleepy bored is the right word  again not much work,positive
457,worry,It has come to my attention from a 16yo friend that Ive recently gained a TON of weight He didnt know it was me,negative
458,worry,guess im staying home tonightno movieing for me,negative
459,sadness,went to the cd store to search for the cd But,negative
460,worry,BuzzEdition reminds me of the weather a month ago it was horrible  I hope all is well hugs,negative
461,sadness,I miss my mom  quotMay angels lead you inquot,negative
462,love,theres really no android twitter app of Tweeties calibre,positive
463,hate,on jacksonville beach walking in the cold Ass water   but have to work in the morning   ily ltgt,negative
464,neutral,taylor_d No its not,neutral
465,sadness,chocolovere i feel the same way every day,negative
466,sadness,Cant sleep Sucks The one day i have to sleep in and i have to get up and go shopping with mom Ugh,negative
467,neutral,crunchmonkey78 well i just got home and its not on till tmw at 530p but with comcast its on right now  but i didnt miss it,neutral
468,sadness,Sleppytime Really missing my godfather right now Love you Wayne,negative
469,sadness,So have a headache right now and it sucks,negative
470,worry,JayDz hope ya sleepin well  guys still here,negative
471,fun,i should be finished but im not  color drawing here i come,positive
472,sadness,jwray12 Lakers baby Lakers Ill miss the game tmwr I have to work  youll have to keep me posted please,negative
473,sadness,comfort food of the day pan mee though it didnt taste any good,negative
474,worry,damn being drunk and hot sucks,negative
475,sadness,misses my baby,negative
476,worry,is not sleeping because he has paperwork to do,negative
477,worry,Showered in icecold water Sweating now Means one thing Im sick,negative
478,worry,midnight cry wish the person I wanted wanted me right now,negative
479,neutral,mousebudden Ima need you to follow me real quick cause I cant DM you,neutral
480,sadness,Im poorly and cant sleep,negative
481,worry,Went to pole class Feeling discouraged I am hopeless when it cones to dancing or sexy moves or spreading my legs,negative
482,worry,RoasterBoy And these poor unfortunate souls dont appear to have any pants at all   httpblipfm78qvz,negative
483,worry,damohopo StephanieEllen If I told you how often I wash my hair you would never speak to me again,negative
484,worry,Looks like another sleepless night dedicated to homework Sorry in advance Ms Chapman,negative
485,worry,jessicaduncan httptwitpiccom662vk   WHY DO U LOT MOCK ME,negative
